Al,Co,Cr,Cu,Fe,Hf,Mn,Mo,Nb,Ni,Si,Ta,Ti,V,W,Zr,Phase
10.0,20.0,20.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
15.0,20.0,20.0,5.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
5.882352941,23.52941176,23.52941176,0.0,23.52941176,0.0,0.0,0.0,0.0,23.52941176,0.0,0.0,0.0,0.0,0.0,0.0,FCC
8.571428571,22.85714286,22.85714286,0.0,22.85714286,0.0,0.0,0.0,0.0,22.85714286,0.0,0.0,0.0,0.0,0.0,0.0,FCC
11.11111111,22.22222222,22.22222222,0.0,22.22222222,0.0,0.0,0.0,0.0,22.22222222,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
15.78947368,21.05263158,21.05263158,0.0,21.05263158,0.0,0.0,0.0,0.0,21.05263158,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
17.94871795,20.51282051,20.51282051,0.0,20.51282051,0.0,0.0,0.0,0.0,20.51282051,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
23.80952381,19.04761905,19.04761905,0.0,19.04761905,0.0,0.0,0.0,0.0,19.04761905,0.0,0.0,0.0,0.0,0.0,0.0,BCC
27.27272727,18.18181818,18.18181818,0.0,18.18181818,0.0,0.0,0.0,0.0,18.18181818,0.0,0.0,0.0,0.0,0.0,0.0,BCC
33.33333333,16.66666667,16.66666667,0.0,16.66666667,0.0,0.0,0.0,0.0,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,BCC
38.46153846,15.38461538,15.38461538,0.0,15.38461538,0.0,0.0,0.0,0.0,15.38461538,0.0,0.0,0.0,0.0,0.0,0.0,BCC
42.85714286,14.28571429,14.28571429,0.0,14.28571429,0.0,0.0,0.0,0.0,14.28571429,0.0,0.0,0.0,0.0,0.0,0.0,BCC
6.976744186,0.0,23.25581395,0.0,34.88372093,0.0,23.25581395,0.0,0.0,11.62790698,0.0,0.0,0.0,0.0,0.0,0.0,BCC
11.11111111,0.0,22.22222222,0.0,33.33333333,0.0,22.22222222,0.0,0.0,11.11111111,0.0,0.0,0.0,0.0,0.0,0.0,BCC
0.0,26.78571429,17.85714286,0.0,17.85714286,0.0,0.0,1.785714286,0.0,26.78571429,0.0,0.0,8.928571429,0.0,0.0,0.0,FCC
8.771929825,17.54385965,17.54385965,17.54385965,17.54385965,0.0,0.0,0.0,0.0,17.54385965,0.0,0.0,0.0,3.50877193,0.0,0.0,FCC
8.474576271,16.94915254,16.94915254,16.94915254,16.94915254,0.0,0.0,0.0,0.0,16.94915254,0.0,0.0,0.0,6.779661017,0.0,0.0,BCC+FCC
7.462686567,14.92537313,14.92537313,14.92537313,14.92537313,0.0,0.0,0.0,0.0,14.92537313,0.0,0.0,0.0,17.91044776,0.0,0.0,BCC+FCC
7.246376812,14.49275362,14.49275362,14.49275362,14.49275362,0.0,0.0,0.0,0.0,14.49275362,0.0,0.0,0.0,20.28985507,0.0,0.0,BCC+FCC
7.042253521,14.08450704,14.08450704,14.08450704,14.08450704,0.0,0.0,0.0,0.0,14.08450704,0.0,0.0,0.0,22.53521127,0.0,0.0,BCC+FCC
6.849315068,13.69863014,13.69863014,13.69863014,13.69863014,0.0,0.0,0.0,0.0,13.69863014,0.0,0.0,0.0,24.65753425,0.0,0.0,BCC+FCC
6.666666667,13.33333333,13.33333333,13.33333333,13.33333333,0.0,0.0,0.0,0.0,13.33333333,0.0,0.0,0.0,26.66666667,0.0,0.0,BCC+FCC
0.0,0.0,14.28571429,14.28571429,14.28571429,0.0,28.57142857,0.0,0.0,28.57142857,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,0.0,28.57142857,14.28571429,28.57142857,0.0,14.28571429,0.0,0.0,14.28571429,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
0.0,0.0,22.22222222,11.11111111,22.22222222,0.0,22.22222222,0.0,0.0,22.22222222,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,0.0,12.5,25.0,25.0,0.0,25.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
0.0,0.0,12.5,25.0,25.0,0.0,12.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,0.0,28.57142857,28.57142857,14.28571429,0.0,28.57142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
0.0,0.0,22.22222222,22.22222222,22.22222222,0.0,11.11111111,0.0,0.0,22.22222222,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
6.818181818,22.72727273,22.72727273,0.0,22.72727273,0.0,0.0,0.0,0.0,22.72727273,0.0,0.0,2.272727273,0.0,0.0,0.0,FCC
16.66666667,16.66666667,0.0,16.66666667,0.0,0.0,0.0,0.0,0.0,16.66666667,0.0,0.0,16.66666667,0.0,0.0,0.0,BCC
6.818181818,22.72727273,22.72727273,0.0,22.72727273,0.0,0.0,2.272727273,0.0,22.72727273,0.0,0.0,0.0,0.0,0.0,0.0,FCC
16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,0.0,0.0,3.225806452,0.0,16.12903226,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
8.771929825,17.54385965,17.54385965,17.54385965,17.54385965,0.0,0.0,0.0,0.0,17.54385965,0.0,0.0,3.50877193,0.0,0.0,0.0,FCC
5.882352941,29.41176471,0.0,0.0,29.41176471,0.0,0.0,0.0,0.0,29.41176471,5.882352941,0.0,0.0,0.0,0.0,0.0,FCC
23.80952381,4.761904762,0.0,23.80952381,23.80952381,0.0,0.0,0.0,0.0,23.80952381,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
22.22222222,11.11111111,0.0,22.22222222,22.22222222,0.0,0.0,0.0,0.0,22.22222222,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
18.18181818,27.27272727,0.0,18.18181818,18.18181818,0.0,0.0,0.0,0.0,18.18181818,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
16.66666667,33.33333333,0.0,16.66666667,16.66666667,0.0,0.0,0.0,0.0,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
14.28571429,42.85714286,0.0,14.28571429,14.28571429,0.0,0.0,0.0,0.0,14.28571429,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,20.0,20.0,10.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,18.18181818,18.18181818,18.18181818,27.27272727,0.0,0.0,0.0,0.0,18.18181818,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,16.66666667,16.66666667,25.0,25.0,0.0,0.0,0.0,0.0,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,15.38461538,15.38461538,30.76923077,23.07692308,0.0,0.0,0.0,0.0,15.38461538,0.0,0.0,0.0,0.0,0.0,0.0,FCC
19.60784314,19.60784314,19.60784314,1.960784314,19.60784314,0.0,0.0,0.0,0.0,19.60784314,0.0,0.0,0.0,0.0,0.0,0.0,BCC
18.18181818,18.18181818,18.18181818,9.090909091,18.18181818,0.0,0.0,0.0,0.0,18.18181818,0.0,0.0,0.0,0.0,0.0,0.0,BCC
15.38461538,15.38461538,15.38461538,23.07692308,15.38461538,0.0,0.0,0.0,0.0,15.38461538,0.0,0.0,0.0,0.0,0.0,0.0,FCC
14.28571429,14.28571429,14.28571429,28.57142857,14.28571429,0.0,0.0,0.0,0.0,14.28571429,0.0,0.0,0.0,0.0,0.0,0.0,FCC
13.33333333,13.33333333,13.33333333,33.33333333,13.33333333,0.0,0.0,0.0,0.0,13.33333333,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,35.71428571,35.71428571,0.0,0.0,0.0,0.0,0.0,0.0,28.57142857,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,34.48275862,34.48275862,0.0,0.0,0.0,0.0,0.0,0.0,31.03448276,0.0,0.0,0.0,0.0,0.0,0.0,FCC
13.04347826,21.73913043,21.73913043,0.0,21.73913043,0.0,0.0,0.0,0.0,21.73913043,0.0,0.0,0.0,0.0,0.0,0.0,FCC+B2
16.39344262,6.557377049,16.39344262,0.0,16.39344262,0.0,0.0,0.0,0.0,44.26229508,0.0,0.0,0.0,0.0,0.0,0.0,FCC+B2
25.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,BCC
20.0,0.0,26.66666667,0.0,0.0,0.0,0.0,26.66666667,0.0,0.0,0.0,0.0,26.66666667,0.0,0.0,0.0,BCC
14.28571429,0.0,28.57142857,0.0,0.0,0.0,0.0,28.57142857,0.0,0.0,0.0,0.0,28.57142857,0.0,0.0,0.0,BCC
7.692307692,0.0,30.76923077,0.0,0.0,0.0,0.0,30.76923077,0.0,0.0,0.0,0.0,30.76923077,0.0,0.0,0.0,BCC
0.0,33.33333333,0.0,0.0,33.33333333,0.0,0.0,0.0,0.0,33.33333333,0.0,0.0,0.0,0.0,0.0,0.0,FCC
3.125,31.25,0.0,0.0,31.25,0.0,0.0,0.0,0.0,31.25,3.125,0.0,0.0,0.0,0.0,0.0,FCC
5.882352941,29.41176471,0.0,0.0,29.41176471,0.0,0.0,0.0,0.0,29.41176471,5.882352941,0.0,0.0,0.0,0.0,0.0,FCC
8.333333333,27.77777778,0.0,0.0,27.77777778,0.0,0.0,0.0,0.0,27.77777778,8.333333333,0.0,0.0,0.0,0.0,0.0,BCC+FCC
12.5,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,12.5,0.0,0.0,0.0,0.0,0.0,BCC
17.39130435,21.73913043,0.0,0.0,21.73913043,0.0,0.0,0.0,0.0,21.73913043,17.39130435,0.0,0.0,0.0,0.0,0.0,BCC
8.333333333,8.333333333,8.333333333,0.0,50.0,0.0,0.0,0.0,0.0,8.333333333,8.333333333,0.0,8.333333333,0.0,0.0,0.0,BCC
11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,0.0,11.11111111,0.0,0.0,11.11111111,0.0,0.0,11.11111111,11.11111111,0.0,0.0,BCC+FCC
20.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,BCC
14.28571429,14.28571429,14.28571429,0.0,14.28571429,0.0,0.0,0.0,0.0,14.28571429,0.0,0.0,28.57142857,0.0,0.0,0.0,BCC1+BCC2
0.0,20.0,26.0,0.0,20.0,0.0,20.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
17.0,28.6,14.3,0.0,14.3,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,FCC+B2
17.0,14.3,14.3,0.0,28.6,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,FCC+B2
15.0,0.0,0.0,0.0,30.0,0.0,35.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC+B2
0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,23.80952381,0.0,23.80952381,23.80952381,0.0,0.0,0.0,0.0,23.80952381,0.0,0.0,4.761904762,0.0,0.0,0.0,FCC
0.0,22.72727273,0.0,22.72727273,22.72727273,0.0,0.0,0.0,0.0,22.72727273,0.0,0.0,9.090909091,0.0,0.0,0.0,FCC
18.0,30.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
18.18181818,30.3030303,10.1010101,0.0,10.1010101,0.0,0.0,0.0,0.0,31.31313131,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
18.0,30.0,10.0,0.0,10.0,0.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
18.0,30.0,10.0,0.0,10.0,0.0,0.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
0.0,28.57142857,0.0,14.28571429,28.57142857,0.0,0.0,0.0,0.0,28.57142857,0.0,0.0,0.0,0.0,0.0,0.0,FCC
36.36363636,0.0,18.18181818,0.0,18.18181818,0.0,0.0,9.090909091,0.0,18.18181818,0.0,0.0,0.0,0.0,0.0,0.0,BCC1+BCC2
33.33333333,0.0,16.66666667,0.0,16.66666667,0.0,0.0,16.66666667,0.0,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,BCC1+BCC2
30.76923077,0.0,15.38461538,0.0,15.38461538,0.0,0.0,23.07692308,0.0,15.38461538,0.0,0.0,0.0,0.0,0.0,0.0,BCC1+BCC2
28.57142857,0.0,14.28571429,0.0,14.28571429,0.0,0.0,28.57142857,0.0,14.28571429,0.0,0.0,0.0,0.0,0.0,0.0,BCC1+BCC2
0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,35.0,25.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,45.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
4.761904762,19.04761905,19.04761905,0.0,19.04761905,0.0,19.04761905,0.0,0.0,19.04761905,0.0,0.0,0.0,0.0,0.0,0.0,FCC
9.090909091,18.18181818,18.18181818,0.0,18.18181818,0.0,18.18181818,0.0,0.0,18.18181818,0.0,0.0,0.0,0.0,0.0,0.0,FCC
13.04347826,17.39130435,17.39130435,0.0,17.39130435,0.0,17.39130435,0.0,0.0,17.39130435,0.0,0.0,0.0,0.0,0.0,0.0,FCC+BCC
0.0,18.86792453,18.86792453,0.0,18.86792453,0.0,18.86792453,0.0,0.0,18.86792453,0.0,0.0,5.660377358,0.0,0.0,0.0,FCC
10.52631579,26.31578947,0.0,10.52631579,26.31578947,0.0,0.0,0.0,0.0,26.31578947,0.0,0.0,0.0,0.0,0.0,0.0,FCC+BCC
10.47120419,26.17801047,0.0,10.47120419,26.17801047,0.0,0.0,0.0,0.0,26.17801047,0.0,0.0,0.0,0.0,0.0,0.0,FCC+BCC
10.41666667,26.04166667,0.0,10.41666667,26.04166667,0.0,0.0,0.0,0.0,26.04166667,0.0,0.0,0.0,0.0,0.0,0.0,FCC+BCC
10.3626943,25.90673575,0.0,10.3626943,25.90673575,0.0,0.0,0.0,0.0,25.90673575,0.0,0.0,0.0,0.0,0.0,0.0,FCC+BCC
10.30927835,25.77319588,0.0,10.30927835,25.77319588,0.0,0.0,0.0,0.0,25.77319588,0.0,0.0,0.0,0.0,0.0,0.0,FCC+BCC
0.0,5.0,23.75,0.0,23.75,0.0,23.75,0.0,0.0,23.75,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,10.0,22.5,0.0,22.5,0.0,22.5,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
10.86956522,21.73913043,21.73913043,0.0,21.73913043,0.0,0.0,2.173913043,0.0,21.73913043,0.0,0.0,0.0,0.0,0.0,0.0,FCC+BCC
0.0,50.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
3.33,45.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,18.0,6.67,0.0,0.0,0.0,0.0,0.0,FCC
8.33,37.5,0.0,0.0,22.5,0.0,0.0,0.0,0.0,15.0,16.67,0.0,0.0,0.0,0.0,0.0,BCC
0.0,14.99250375,14.99250375,0.0,40.02998501,0.0,14.99250375,0.0,0.0,14.99250375,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,10.0,10.0,0.0,60.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,9.496676163,9.496676163,0.0,62.01329535,0.0,9.496676163,0.0,0.0,9.496676163,0.0,0.0,0.0,0.0,0.0,0.0,FCC+BCC
0.0,8.163265306,8.163265306,0.0,67.34693878,0.0,8.163265306,0.0,0.0,8.163265306,0.0,0.0,0.0,0.0,0.0,0.0,FCC+BCC
16.66666667,0.0,0.0,0.0,16.66666667,0.0,0.0,0.0,0.0,16.66666667,16.66666667,0.0,0.0,0.0,0.0,0.0,FCC+BCC
0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,24.5,24.5,0.0,24.5,0.0,0.0,2.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,FCC
16.66666667,0.0,16.66666667,16.66666667,16.66666667,0.0,0.0,0.0,0.0,33.33333333,0.0,0.0,0.0,0.0,0.0,0.0,FCC+B2
15.38461538,0.0,15.38461538,15.38461538,15.38461538,0.0,0.0,0.0,0.0,38.46153846,0.0,0.0,0.0,0.0,0.0,0.0,FCC+B2
14.81481481,0.0,14.81481481,14.81481481,14.81481481,0.0,0.0,0.0,0.0,40.74074074,0.0,0.0,0.0,0.0,0.0,0.0,FCC+B2
14.28571429,0.0,14.28571429,14.28571429,14.28571429,0.0,0.0,0.0,0.0,42.85714286,0.0,0.0,0.0,0.0,0.0,0.0,FCC+B2
0.0,33.33333333,19.60784314,1.960784314,19.60784314,0.0,0.0,5.882352941,0.0,19.60784314,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,19.60784314,19.60784314,1.960784314,33.33333333,0.0,0.0,5.882352941,0.0,19.60784314,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,19.60784314,19.60784314,1.960784314,19.60784314,0.0,0.0,5.882352941,0.0,33.33333333,0.0,0.0,0.0,0.0,0.0,0.0,FCC
0.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC+BCC
5.0,0.0,32.0,0.0,35.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,FCC+BCC
10.52631579,26.31578947,0.0,10.52631579,26.31578947,0.0,0.0,0.0,0.0,26.31578947,0.0,0.0,0.0,0.0,0.0,0.0,FCC+BCC
10.47120419,26.17801047,0.0,10.47120419,26.17801047,0.0,0.0,0.0,0.0,26.17801047,0.0,0.0,0.0,0.0,0.0,0.0,FCC+BCC
